1.92,0.407,0.19425,0.43739,0.25676,0.19165
1.142,4.348,1.5394,0.9401,0.48255,0.47996
0.486,1.4406,2.9007,1.1222,0.44613,0.55608
4.202,3.2754,3.708,6.0988,4.7815,3.4823
0.9,0.588,0.54662,1.3372,2.3147,1.8447
0.23,0.196,0.18887,0.46579,0.85909,1.7712
